index,GhoCode,GhoDisplay,PublishStateCode,PublishStateDisplay,YearCode,YearDisplay,RegionCode,RegionDisplay,WorldBankIncomeGroupGroupCode,WorldBankIncomeGroupDisplay,CountryCode,CountryDisplay,SexCode,SexDisplay,DisplayValue,Numeric
3040,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AMR,Americas,WB_UMI,Upper_middle_income,GRD,Grenada,MLE,Male,15,15.0
3041,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,KAZ,Kazakhstan,MLE,Male,63,63.382
3042,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,WB_HI,High_income,NZL,New Zealand,BTSX,Both sexes,23,23.0
3043,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,,,KOR,Republic of Korea,FMLE,Female,85,84.69374
3044,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,WPR,Western Pacific,WB_LMI,Lower_middle_income,MHL,Marshall Islands,FMLE,Female,61,60.9
3045,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_LMI,Lower_middle_income,BOL,Bolivia (Plurinational State of),BTSX,Both sexes,19,19.0
3046,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_UMI,Upper_middle_income,ARG,Argentina,FMLE,Female,23,23.0
3047,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,WB_UMI,Upper_middle_income,FJI,Fiji,FMLE,Female,68,68.0
3048,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_LMI,Lower_middle_income,MDA,Republic of Moldova,MLE,Male,14,14.0
3049,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_UMI,Upper_middle_income,ARG,Argentina,MLE,Male,64,63.9
3050,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,,,NIU,Niue,BTSX,Both sexes,75,74.59361
3051,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,WB_HI,High_income,MLT,Malta,BTSX,Both sexes,71,70.6
3052,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,MCO,Monaco,FMLE,Female,86,86.0
3053,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,SEAR,South_East Asia,WB_LI,Low_income,MMR,Myanmar,FMLE,Female,64,64.0
3054,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,NLD,Netherlands,FMLE,Female,83,83.0
3055,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,SEAR,South_East Asia,,,LKA,Sri Lanka,FMLE,Female,78,78.47947
3056,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,MLI,Mali,BTSX,Both sexes,48,48.4
3057,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_HI,High_income,ARE,United Arab Emirates,FMLE,Female,20,20.0
3058,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_HI,High_income,CZE,Czech Republic,FMLE,Female,78,78.0
3059,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,,,MNG,Mongolia,BTSX,Both sexes,16,16.28103
3060,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_LMI,Lower_middle_income,HND,Honduras,FMLE,Female,23,23.0
3061,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,CYP,Cyprus,FMLE,Female,26,25.64336
3062,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,WB_LMI,Lower_middle_income,FSM,Micronesia (Federated States of),FMLE,Female,68,68.0
3063,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_LI,Low_income,SOM,Somalia,MLE,Male,51,51.0
3064,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,WB_LMI,Lower_middle_income,TON,Tonga,BTSX,Both sexes,17,17.0
3065,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_HI,High_income,GRC,Greece,FMLE,Female,23,23.0
3066,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,MCO,Monaco,FMLE,Female,75,74.6
3067,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_UMI,Upper_middle_income,POL,Poland,MLE,Male,70,70.0
3068,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_UMI,Upper_middle_income,TUR,Turkey,MLE,Male,18,18.0
3069,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,IRN,Iran (Islamic Republic of),BTSX,Both sexes,70,70.0
3070,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_UMI,Upper_middle_income,TUR,Turkey,FMLE,Female,78,78.0
3071,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,TCD,Chad,MLE,Male,51,50.77394
3072,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,WB_UMI,Upper_middle_income,LTU,Lithuania,MLE,Male,60,60.4
3073,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,ZWE,Zimbabwe,FMLE,Female,19,19.0
3074,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,AMR,Americas,WB_HI,High_income,USA,United States of America,FMLE,Female,71,71.0
3075,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,FRA,France,MLE,Male,79,79.0
3076,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LI,Low_income,UGA,Uganda,BTSX,Both sexes,47,47.0
3077,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,GRC,Greece,BTSX,Both sexes,81,81.26017
3078,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,IRQ,Iraq,BTSX,Both sexes,69,69.0
3079,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AMR,Americas,WB_LMI,Lower_middle_income,SLV,El Salvador,FMLE,Female,20,20.0
3080,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_HI,High_income,NOR,Norway,MLE,Male,20,20.0
3081,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,SEAR,South_East Asia,WB_LI,Low_income,NPL,Nepal,MLE,Male,16,16.0
3082,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,WB_HI,High_income,BRN,Brunei Darussalam,BTSX,Both sexes,76,76.0
3083,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,,,EGY,Egypt,BTSX,Both sexes,71,71.34473
3084,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_UMI,Upper_middle_income,SRB,Serbia,FMLE,Female,20,20.0
3085,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_HI,High_income,DEU,Germany,MLE,Male,72,72.0
3086,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_HI,High_income,LUX,Luxembourg,MLE,Male,72,72.0
3087,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_HI,High_income,USA,United States of America,MLE,Male,76,76.0
3088,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,EGY,Egypt,MLE,Male,63,63.0
3089,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,EGY,Egypt,BTSX,Both sexes,61,61.5
3090,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,WB_LI,Low_income,VNM,Viet Nam,FMLE,Female,75,75.0
3091,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,WB_UMI,Upper_middle_income,SRB,Serbia,FMLE,Female,67,67.4
3092,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_LI,Low_income,HTI,Haiti,MLE,Male,16,16.0
3093,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,FRA,France,BTSX,Both sexes,82,82.0
3094,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,WB_LMI,Lower_middle_income,KIR,Kiribati,FMLE,Female,60,60.0
3095,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_UMI,Upper_middle_income,GAB,Gabon,MLE,Male,62,62.0
3096,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,SEAR,South_East Asia,WB_LMI,Lower_middle_income,BTN,Bhutan,FMLE,Female,60,60.0
3097,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AMR,Americas,,,TTO,Trinidad and Tobago,FMLE,Female,74,74.24511
3098,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_UMI,Upper_middle_income,BGR,Bulgaria,FMLE,Female,66,66.2
3099,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_HI,High_income,BHR,Bahrain,MLE,Male,76,76.0
3100,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LI,Low_income,MWI,Malawi,MLE,Male,43,43.0
3101,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_UMI,Upper_middle_income,BWA,Botswana,MLE,Male,16,16.0
3102,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_UMI,Upper_middle_income,GAB,Gabon,MLE,Male,17,17.0
3103,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LI,Low_income,MWI,Malawi,BTSX,Both sexes,45,45.0
3104,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EMR,Eastern Mediterranean,WB_LI,Low_income,SSD,South Sudan,BTSX,Both sexes,42,42.0
3105,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_UMI,Upper_middle_income,BWA,Botswana,FMLE,Female,47,47.0
3106,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,BWA,Botswana,FMLE,Female,65,65.40547
3107,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,,,ARE,United Arab Emirates,FMLE,Female,78,77.96372
3108,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,WB_UMI,Upper_middle_income,TUV,Tuvalu,FMLE,Female,60,59.9
3109,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,MLI,Mali,BTSX,Both sexes,57,57.0
3110,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_LI,Low_income,BDI,Burundi,FMLE,Female,16,16.0
3111,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_UMI,Upper_middle_income,BGR,Bulgaria,FMLE,Female,19,19.0
3112,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,MWI,Malawi,FMLE,Female,61,61.0779
3113,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,BEL,Belgium,FMLE,Female,83,82.96435
3114,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_LMI,Lower_middle_income,CMR,Cameroon,MLE,Male,43,43.1
3115,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,WB_HI,High_income,HUN,Hungary,MLE,Male,61,61.2
3116,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LI,Low_income,SLE,Sierra Leone,MLE,Male,11,11.0
3117,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_LI,Low_income,GHA,Ghana,FMLE,Female,17,17.0
3118,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_UMI,Upper_middle_income,DZA,Algeria,FMLE,Female,18,18.0
3119,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,WPR,Western Pacific,WB_UMI,Upper_middle_income,FJI,Fiji,MLE,Male,58,58.1
3120,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,,,NLD,Netherlands,BTSX,Both sexes,81,81.37485
3121,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,WPR,Western Pacific,WB_LMI,Lower_middle_income,PNG,Papua New Guinea,FMLE,Female,16,16.0
3122,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,WB_UMI,Upper_middle_income,NAM,Namibia,FMLE,Female,60,59.7
3123,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_UMI,Upper_middle_income,JAM,Jamaica,FMLE,Female,66,65.6
3124,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_LMI,Lower_middle_income,PRY,Paraguay,MLE,Male,19,19.0
3125,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_UMI,Upper_middle_income,LCA,Saint Lucia,BTSX,Both sexes,74,74.0
3126,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_UMI,Upper_middle_income,NAM,Namibia,BTSX,Both sexes,63,63.0
3127,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,SEAR,South_East Asia,WB_LI,Low_income,MMR,Myanmar,BTSX,Both sexes,54,53.6
3128,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,WB_HI,High_income,JPN,Japan,BTSX,Both sexes,73,73.1
3129,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EMR,Eastern Mediterranean,WB_HI,High_income,ARE,United Arab Emirates,FMLE,Female,73,73.0
3130,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_UMI,Upper_middle_income,ZAF,South Africa,MLE,Male,56,56.0
3131,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,SDN,Sudan,MLE,Male,52,52.2
3132,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,SLE,Sierra Leone,BTSX,Both sexes,13,13.0
3133,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_HI,High_income,GRC,Greece,FMLE,Female,81,81.0
3134,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AMR,Americas,,,BRA,Brazil,FMLE,Female,23,23.34992
3135,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_HI,High_income,HRV,Croatia,MLE,Male,69,69.0
3136,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,DJI,Djibouti,MLE,Male,60,60.0
3137,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,WB_LMI,Lower_middle_income,TON,Tonga,MLE,Male,68,68.0
3138,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,AMR,Americas,WB_UMI,Upper_middle_income,VEN,Venezuela (Bolivarian Republic of),BTSX,Both sexes,72,72.0
3139,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,ZWE,Zimbabwe,BTSX,Both sexes,18,18.19472
3140,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,,,OMN,Oman,BTSX,Both sexes,20,20.49273
3141,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,AMR,Americas,WB_LMI,Lower_middle_income,GUY,Guyana,BTSX,Both sexes,54,54.4
3142,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,SYR,Syrian Arab Republic,BTSX,Both sexes,59,59.5
3143,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_UMI,Upper_middle_income,BIH,Bosnia and Herzegovina,MLE,Male,75,75.0
3144,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_UMI,Upper_middle_income,MEX,Mexico,MLE,Male,72,72.0
3145,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AMR,Americas,,,VEN,Venezuela (Bolivarian Republic of),FMLE,Female,80,79.99253
3146,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,,,PNG,Papua New Guinea,MLE,Male,13,13.25833
3147,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,WB_HI,High_income,JPN,Japan,BTSX,Both sexes,81,81.0
3148,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,SEAR,South_East Asia,WB_LMI,Lower_middle_income,MDV,Maldives,BTSX,Both sexes,20,20.0
3149,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AMR,Americas,,,CHL,Chile,BTSX,Both sexes,80,80.05825
3150,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_HI,High_income,BEL,Belgium,FMLE,Female,23,23.0
3151,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,WB_LI,Low_income,NIU,Niue,FMLE,Female,19,19.0
3152,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,EUR,Europe,WB_LMI,Lower_middle_income,MDA,Republic of Moldova,FMLE,Female,17,17.0
3153,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,SEAR,South_East Asia,,,NPL,Nepal,FMLE,Female,70,69.73096
3154,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,,,SGP,Singapore,FMLE,Female,85,85.14484
3155,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,WPR,Western Pacific,WB_UMI,Upper_middle_income,MYS,Malaysia,MLE,Male,16,16.0
3156,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,SSD,South Sudan,MLE,Male,41,41.0
3157,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_UMI,Upper_middle_income,LTU,Lithuania,FMLE,Female,76,76.0
3158,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,WB_UMI,Upper_middle_income,ZAF,South Africa,FMLE,Female,54,54.3
3159,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_LMI,Lower_middle_income,AZE,Azerbaijan,FMLE,Female,65,65.1
3160,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,SEAR,South_East Asia,WB_LI,Low_income,BGD,Bangladesh,BTSX,Both sexes,17,17.0
3161,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_LI,Low_income,MRT,Mauritania,BTSX,Both sexes,16,16.0
3162,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,WB_HI,High_income,COK,Cook Islands,MLE,Male,17,17.0
3163,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_HI,High_income,MCO,Monaco,BTSX,Both sexes,82,82.0
3164,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_UMI,Upper_middle_income,LBY,Libya,BTSX,Both sexes,20,20.0
3165,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_UMI,Upper_middle_income,VCT,Saint Vincent and the Grenadines,BTSX,Both sexes,19,19.0
3166,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,WPR,Western Pacific,WB_UMI,Upper_middle_income,FJI,Fiji,BTSX,Both sexes,60,60.1
3167,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2012,2012,AFR,Africa,WB_LI,Low_income,ETH,Ethiopia,FMLE,Female,19,19.0
3168,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,SEAR,South_East Asia,WB_LI,Low_income,MMR,Myanmar,MLE,Male,52,52.3
3169,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,,,LBN,Lebanon,FMLE,Female,82,82.17039
3170,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,,,SYR,Syrian Arab Republic,FMLE,Female,78,78.27429
3171,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_UMI,Upper_middle_income,LCA,Saint Lucia,FMLE,Female,65,65.3
3172,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2000,2000,AMR,Americas,WB_UMI,Upper_middle_income,DMA,Dominica,MLE,Male,73,73.0
3173,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,SLE,Sierra Leone,MLE,Male,46,45.79396
3174,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,WPR,Western Pacific,WB_UMI,Upper_middle_income,FJI,Fiji,BTSX,Both sexes,66,66.0
3175,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2012,2012,AMR,Americas,WB_HI,High_income,BRB,Barbados,BTSX,Both sexes,66,66.2
3176,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,JOR,Jordan,BTSX,Both sexes,62,62.3
3177,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_LMI,Lower_middle_income,ARM,Armenia,FMLE,Female,71,71.0
3178,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2013,2013,AMR,Americas,,,NIC,Nicaragua,FMLE,Female,77,76.62982
3179,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,WPR,Western Pacific,WB_HI,High_income,NRU,Nauru,MLE,Male,64,63.9
3180,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LMI,Lower_middle_income,LSO,Lesotho,BTSX,Both sexes,17,17.0
3181,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,BFA,Burkina Faso,BTSX,Both sexes,15,15.11888
3182,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_LI,Low_income,TZA,United Republic of Tanzania,BTSX,Both sexes,43,43.2
3183,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,EUR,Europe,WB_HI,High_income,FIN,Finland,FMLE,Female,22,22.0
3184,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AFR,Africa,WB_LI,Low_income,GNB,Guinea_Bissau,FMLE,Female,15,15.0
3185,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,MLI,Mali,MLE,Male,15,15.42547
3186,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2000,2000,AFR,Africa,WB_LI,Low_income,KEN,Kenya,MLE,Male,45,44.7
3187,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EMR,Eastern Mediterranean,WB_LMI,Lower_middle_income,DJI,Djibouti,MLE,Male,52,52.0
3188,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EUR,Europe,WB_UMI,Upper_middle_income,BIH,Bosnia and Herzegovina,BTSX,Both sexes,77,77.0
3189,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),PUBLISHED,Published,2013,2013,EUR,Europe,WB_UMI,Upper_middle_income,BLR,Belarus,BTSX,Both sexes,62,62.4
3190,WHOSIS_000001,Life expectancy at birth (years),PUBLISHED,Published,2012,2012,EMR,Eastern Mediterranean,WB_HI,High_income,SAU,Saudi Arabia,FMLE,Female,78,78.0
3191,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,1990,1990,AMR,Americas,WB_LMI,Lower_middle_income,GUY,Guyana,MLE,Male,14,14.0
3192,WHOSIS_000015,Life expectancy at age 60 (years),PUBLISHED,Published,2013,2013,AFR,Africa,,,AGO,Angola,MLE,Male,15,15.148
